ID,Conversion_familia,Conversion_genero,Conversion_Tipo,Conversion_color
90851,Cactaceae,Pachycereus,Árbol,Blanca
129751,Rhamnaceae,Karwinskia,Árbol,Blanca
138220,Solanaceae,Lycium,Arbusto,Rosa
77307,Brassicaceae,Nerisyrenia,Árbol,Blanca
117634,Putranjivaceae,Drypetes,Árbol,Blanca
1920,Asparagaceae,Agave,Árbol,Amarillenta
122675,Onagraceae,Oenothera ,Arbusto,Amarilla
97133,Apocynaceae,Haplophyton,Arbusto,Blanca
123835,Plantaginaceae,Antirrhinum,Árbol,Azul
94028,Aquifoliaceae,Ilex,Árbol,Blanca
124267,Plantaginaceae,Maurandya,Arbusto,Azul
130398,Rosaceae,Adenostoma,Árbol,Blanca
31,Alismataceae,Echinodorus,Árbol,Blanca
124657,Plantaginaceae,Penstemon,Árbol,Azul-purpúrea
78641,Aizoaceae,Trianthema,Árbol,Rosa
8103,Cyperaceae,Cyperus,Árbol,Amarillenta
84774,Cactaceae,Echinocactus,Arbusto,Amarilla
44692,Apiaceae,Foeniculum,Árbol,Blanca
134139,Anacardiaceae,Rhus,Arbusto,Blanca
43820,Pontederiaceae,Heteranthera,Árbol,Blanca
44210,Apiaceae,Apiastrum,Árbol,Blanca
118468,Malvaceae,Abutilon,Arbusto,Anaranjadas
111536,Euphorbiaceae,Ditaxis,Árbol,Blanca
103298,Acanthaceae,Stenandrium,Árbol,Rosa
86191,Cactaceae,Grusonia,Arbusto,Amarilla
107504,Oleaceae,Menodora,Árbol,Amarilla
93190,Nyctaginaceae,Mirabilis,Arbusto,Amarilla
98324,Apocynaceae,Metastelma,Arbusto,Blanca
134087,Anacardiaceae,Rhus,Arbusto,Blanca
94559,Apocynaceae,Asclepias,Arbusto,Morada
99455,Oxalidaceae,Oxalis,Árbol,Amarillenta
109511,Euphorbiaceae,Acalypha,Arbusto,Amarillenta
116821,Euphorbiaceae,Stillingia,Árbol,Ausente
122614,Onagraceae,Oenothera ,Arbusto,Amarilla
84409,Cactaceae,Cylindropuntia,Arbusto,Amarilla
81679,Amaranthaceae,Froelichia,Árbol,Blanca
92644,Nyctaginaceae,Boerhavia,Arbusto,Amarilla
4125,Asparagaceae,Hesperaloe,Árbol,Amarillenta
99622,Acanthaceae,Anisacanthus,Árbol,Blanca
95471,Apocynaceae,Asclepias,Arbusto,Blanca
9069,Cyperaceae,Fimbristylis,Árbol,Verdosa
9984,Iridaceae,Sisyrinchium,Árbol,Amarilla
77687,Brassicaceae,Sisymbrium,Árbol,Amarilla
82546,Amaranthaceae,Iresine,Arbusto,Blanca
300,Arecaceae,Brahea,Árbol,Amarillenta
341,Arecaceae,Brahea,Árbol,Amarillenta
6244,Commelinaceae,Callisia,Árbol,Rosa
124878,Plantaginaceae,Penstemon,Árbol,Azul-purpúrea
135243,Rutaceae,Choisya,Árbol,Café
101938,Acanthaceae,Justicia,Árbol,Morada
73883,Boraginaceae,Cryptantha,Árbol,Blanca
116307,Euphorbiaceae,Jatropha,Arbusto,Blanca
7322,Commelinaceae,Tradescantia,Árbol,Rosa
106286,Lamiaceae,Salvia,Árbol,Azul
115540,Euphorbiaceae,Euphorbia,Árbol,Blanca
74009,Boraginaceae,Cryptantha,Árbol,Blanca
75673,Boraginaceae,Tiquilia,Árbol,Rosa
123750,Plantaginaceae,Antirrhinum,Arbusto,Azul
73658,Boraginaceae,Cryptantha,Árbol,Blanca
80270,Amaranthaceae,Atriplex,Arbusto,Verde
114133,Euphorbiaceae,Euphorbia,Arbusto,Amarilla
96914,Apocynaceae,Funastrum,Arbusto,Blanca
120238,Malvaceae,Kosteletzkya,Árbol,Blanca
140297,Solanaceae,Solanum,Árbol,Verde
6238,Commelinaceae,Callisia,Árbol,Rosa
75402,Boraginaceae,Plagiobothrys,Árbol,Blanca
133749,Anacardiaceae,Pistacia,Árbol,Blanca
119350,Malvaceae,Herissantia,Arbusto,Amarilla
89286,Cactaceae,Opuntia,Arbusto,Amarilla
85363,Cactaceae,Echinomastus,Arbusto,Roja
84598,Cactaceae,Echinocactus,Arbusto,Rosa
138241,Solanaceae,Lycium,Arbusto,Rosa
127555,Polygonaceae,Lastarriaea,Árbol,Blanca
89771,Cactaceae,Opuntia,Arbusto,Amarilla
125022,Plantaginaceae,Plantago,Árbol,Blanca
137228,Solanaceae,Capsicum,Árbol,Roja
133856,Anacardiaceae,Pseudosmodingium,Árbol,Blanca
128249,Ranunculaceae,Clematis,Árbol,Blanca
81942,Amaranthaceae,Gomphrena,Árbol,Rosa
83703,Cactaceae,Cylindropuntia,Arbusto,Amarilla
77768,Brassicaceae,Streptanthus,Árbol,Morada
141488,Bixaceae,Amoreuxia,Árbol,Amarilla
90269,Cactaceae,Opuntia,Arbusto,Anaranjadas
123763,Plantaginaceae,Antirrhinum,Arbusto,Azul
90089,Cactaceae,Opuntia,Arbusto,Amarilla
127532,Polygonaceae,Harfordia,Árbol,Blanca
75103,Boraginaceae,Lappula,Árbol,Blanca
109828,Euphorbiaceae,Acalypha,Árbol,Amarillenta
90082,Cactaceae,Opuntia,Arbusto,Amarilla
118730,Malvaceae,Allosidastrum,Arbusto,Amarilla
103313,Acanthaceae,Stenandrium,Árbol,Morada
111861,Euphorbiaceae,Ditaxis,Árbol,Blanca
76719,Brassicaceae,Hesperidanthus,Árbol,Morada
849,Amaryllidaceae,Allium,Árbol,Rosa
92170,Nyctaginaceae,Acleisanthes,Árbol,Amarilla
119259,Malvaceae,Guazuma,Árbol,Blanca
97221,Apocynaceae,Mandevilla,Árbol,Blanca
7447,Cyperaceae,Carex,Árbol,Amarillenta
130130,Rhamnaceae,Ziziphus,Arbusto,Blanca
125924,Polygalaceae,Polygala,Arbusto,Blanca
87579,Cactaceae,Myrtillocactus,Arbusto,Verde
9800,Dioscoreaceae,Dioscorea,Árbol,Amarillenta
98236,Apocynaceae,Metastelma,Arbusto,Blanca
133102,Anacardiaceae,Amphipterygium,Árbol,Blanco amarillenta
2542,Asparagaceae,Agave,Árbol,Amarillenta
123031,Onagraceae,Xylonagra,Árbol,Amarilla
105943,Lamiaceae,Salvia,Árbol,Azul
123529,Saururaceae,Anemopsis,Arbusto,Lavanda
120709,Malvaceae,Sida,Árbol,Blanca
76108,Boraginaceae,Tournefortia,Arbusto,Blanca
75520,Boraginaceae,Tiquilia,Árbol,Blanca
123682,Plantaginaceae,Antirrhinum,Arbusto,Azul
135414,Rutaceae,Helietta,Árbol,Lavanda
131945,Rubiaceae,Galium,Árbol,Blanca
123967,Plantaginaceae,Galvezia,Arbusto,Azul
96986,Apocynaceae,Funastrum,Árbol,Rosa
8513,Cyperaceae,Cyperus,Árbol,Amarillenta
131137,Rosaceae,Purshia,Arbusto,Blanca
136226,Zygophyllaceae,Viscainoa,Arbusto,Blanca
92321,Nyctaginaceae,Allionia,Árbol,Amarilla
85223,Cactaceae,Echinocereus,Arbusto,Magenta
75916,Boraginaceae,Tiquilia,Árbol,Rosa
105648,Lamiaceae,Salvia,Arbusto,Roja
121238,Malvaceae,Sphaeralcea,Árbol,Anaranjadas
125874,Polygalaceae,Polygala,Arbusto,Blanca
99656,Acanthaceae,Anisacanthus,Arbusto,Roja
76886,Brassicaceae,Lepidium,Árbol,Blanca
88343,Cactaceae,Opuntia,Arbusto,Rosa
140104,Solanaceae,Solanum,Árbol,Blanco amarillenta
5674,Bromeliaceae,Tillandsia,Árbol,Morada
98100,Apocynaceae,Matelea,Arbusto,Verde
1009,Amaryllidaceae,Dichelostemma,Árbol,Amarillenta
92112,Nyctaginaceae,Acleisanthes,Árbol,Amarilla
120950,Malvaceae,Sida,Árbol,Blanca
115211,Euphorbiaceae,Euphorbia,Árbol,Rosa
87122,Cactaceae,Mammillaria,Arbusto,Blanca
135596,Rutaceae,Ptelea,Árbol,Lavanda
82893,Amaranthaceae,Tidestromia,Árbol,Verde
80904,Amaranthaceae,Atriplex,Arbusto,Verde
120447,Malvaceae,Malvaviscus,Arbusto,Blanca
395,Arecaceae,Brahea,Árbol,Amarillenta
92148,Nyctaginaceae,Acleisanthes,Árbol,Amarilla
99130,Apocynaceae,Vallesia,Árbol,Blanca
129186,Rhamnaceae,Colubrina,Arbusto,Blanca
85823,Cactaceae,Ferocactus,Arbusto,Blanca
122308,Onagraceae,Ludwigia,Arbusto,Amarilla
131325,Rosaceae,Vauquelinia,Árbol,Blanca
115666,Euphorbiaceae,Euphorbia,Árbol,Blanca
89232,Cactaceae,Opuntia,Arbusto,Amarilla
119984,Malvaceae,Hibiscus,Arbusto,Roja
74103,Boraginaceae,Cryptantha,Árbol,Blanca
7839,Cyperaceae,Cyperus,Árbol,Amarillenta
73902,Boraginaceae,Cryptantha,Árbol,Blanca
127510,Polygonaceae,Harfordia,Árbol,Blanca
109813,Euphorbiaceae,Acalypha,Árbol,Amarillenta
108214,Orobanchaceae,Castilleja,Árbol,Amarilla
88172,Cactaceae,Opuntia,Arbusto,Amarilla
139456,Solanaceae,Physalis,Arbusto,Rosa
4879,Asparagaceae,Yucca,Arbusto,Amarillenta
98131,Apocynaceae,Matelea,Arbusto,Verde
2086,Asparagaceae,Agave,Árbol,Amarillenta
140798,Solanaceae,Solanum,Arbusto,Verdosa
130211,Rhamnaceae,Ziziphus,Árbol,Blanca
5972,Bromeliaceae,Tillandsia,Árbol,Morada
120743,Malvaceae,Sida,Árbol,Blanca
122683,Onagraceae,Oenothera ,Arbusto,Amarilla
108492,Orobanchaceae,Orobanche,Árbol,Amarilla
760,Amaryllidaceae,Allium,Árbol,Rosa
116720,Euphorbiaceae,Pleradenophora,Árbol,Ausente
89900,Cactaceae,Opuntia,Arbusto,Amarilla
3520,Asparagaceae,Dasylirion,Árbol,Amarilla
105957,Lamiaceae,Salvia,Arbusto,Roja
93360,Nyctaginaceae,Salpianthus,Arbusto,Amarilla
99014,Apocynaceae,Seutera,Arbusto,Rosa
123011,Onagraceae,Oenothera ,Árbol,Amarilla
115753,Euphorbiaceae,Euphorbia,Árbol,Blanca
100815,Acanthaceae,Dyschoriste,Árbol,Morada
132522,Rubiaceae,Oldenlandia,Árbol,Blanca
95348,Apocynaceae,Asclepias,Arbusto,Blanca
96425,Apocynaceae,Asclepias,Árbol,Blanca
5090,Bromeliaceae,Hechtia,Árbol,Blanca
140204,Solanaceae,Solanum,Árbol,Verde
96612,Apocynaceae,Cynanchum,Arbusto,Blanca
110819,Euphorbiaceae,Croton,Arbusto,Blanca
83690,Cactaceae,Cylindropuntia,Arbusto,Amarilla
116838,Euphorbiaceae,Stillingia,Árbol,Ausente
79066,Amaranthaceae,Amaranthus,Árbol,Verde
7895,Cyperaceae,Cyperus,Árbol,Amarillenta
122150,Onagraceae,Fuchsia,Arbusto,Amarilla
107317,Oleaceae,Fraxinus,Árbol,Amarilla
44992,Apiaceae,Yabea,Árbol,Verde
96383,Apocynaceae,Asclepias,Árbol,Blanca
125077,Plantaginaceae,Plantago,Árbol,Blanca
77814,Brassicaceae,Synthlipsis,Árbol,Blanca
80255,Amaranthaceae,Atriplex,Arbusto,Verde
5798,Bromeliaceae,Tillandsia,Árbol,Morada
129807,Rhamnaceae,Karwinskia,Árbol,Blanca
3248,Asparagaceae,Asparagus,Árbol,Amarillenta
97689,Apocynaceae,Matelea,Arbusto,Blanca
5434,Bromeliaceae,Hechtia,Árbol,Amarillenta
118433,Malvaceae,Abutilon,Arbusto,Anaranjadas
73540,Boraginaceae,Cryptantha,Árbol,Blanca
114639,Euphorbiaceae,Euphorbia,Árbol,Blanca
86669,Cactaceae,Mammillaria,Arbusto,Rosa
100893,Acanthaceae,Elytraria,Árbol,Azul
1286,Amaryllidaceae,Zephyranthes,Árbol,Amarillenta
4310,Asparagaceae,Nolina,Árbol,Amarilla
157,Araceae,Lemna,Árbol,Verdosa
118655,Malvaceae,Abutilon,Arbusto,Anaranjadas
113919,Euphorbiaceae,Euphorbia,Árbol,Blanca
123081,Papaveraceae,Argemone,Arbusto,Amarilla
128179,Ranunculaceae,Clematis,Arbusto,Blanca
85,Alismataceae,Sagittaria,Árbol,Blanca
109581,Euphorbiaceae,Acalypha,Arbusto,Amarillenta
139028,Solanaceae,Nicotiana,Árbol,Rosa
10964,Melanthiaceae,Schoenocaulon,Árbol,Amarilla
139223,Solanaceae,Physalis,Árbol,Rosa
126324,Polygonaceae,Chorizanthe,Arbusto,Blanca
73177,Boraginaceae,Cordia,Arbusto,Blanca
9736,Juncaceae,Juncus,Árbol,Café
79277,Amaranthaceae,Amaranthus,Árbol,Verde
91862,Nyctaginaceae,Abronia,Árbol,Amarilla
132964,Olacaceae,Schoepfia,Árbol,Amarilla
122825,Onagraceae,Oenothera ,Árbol,Amarilla
74110,Boraginaceae,Cryptantha,Árbol,Blanca
7925,Cyperaceae,Cyperus,Árbol,Amarillenta
126105,Polygalaceae,Polygala,Árbol,Blanca
93196,Nyctaginaceae,Mirabilis,Arbusto,Amarilla
136504,Polemoniaceae,Cobaea,Arbusto,Blanca
73118,Boraginaceae,Cordia,Arbusto,Blanca
118266,Malvaceae,Abutilon,Arbusto,Amarilla
129569,Rhamnaceae,Karwinskia,Árbol,Blanca
85074,Cactaceae,Echinocereus,Arbusto,Morada
107023,Oleaceae,Forestiera,Árbol,Amarilla
105788,Lamiaceae,Salvia,Arbusto,Violeta
73694,Boraginaceae,Cryptantha,Árbol,Blanca
117837,Salicaceae,Populus,Árbol,Lavanda
101805,Acanthaceae,Justicia,Árbol,Blanca
75830,Boraginaceae,Tiquilia,Árbol,Rosa
73341,Boraginaceae,Cryptantha,Árbol,Blanca
133907,Anacardiaceae,Rhus,Arbusto,Blanca
86543,Cactaceae,Mammillaria,Arbusto,Amarilla
94915,Apocynaceae,Asclepias,Árbol,Roja
10838,Orchidaceae,Prosthechea,Árbol,Amarilla
140922,Solanaceae,Solanum,Arbusto,Verdosa
102170,Acanthaceae,Justicia,Árbol,Anaranjadas
102462,Acanthaceae,Mirandea,Arbusto,Blanca
120398,Malvaceae,Malvastrum,Arbusto,Amarilla
72808,Boraginaceae,Bourreria,Arbusto,Blanca
86606,Cactaceae,Mammillaria,Arbusto,Blanca
141153,Moraceae,Ficus,Árbol,Amarilla
130787,Rosaceae,Holodiscus,Arbusto,Blanca
123753,Plantaginaceae,Antirrhinum,Arbusto,Azul
111388,Euphorbiaceae,Croton,Arbusto,Blanca
76623,Brassicaceae,Eruca,Árbol,Blanca
499,Arecaceae,Brahea,Árbol,Crema
115109,Euphorbiaceae,Euphorbia,Árbol,Roja
128006,Berberidaceae,Berberis,Arbusto,Amarilla
9076,Cyperaceae,Fuirena,Árbol,Verdosa
82428,Amaranthaceae,Iresine,Árbol,Blanca
73989,Boraginaceae,Cryptantha,Árbol,Blanca
6528,Commelinaceae,Commelina,Árbol,Azul
74803,Boraginaceae,Heliotropium,Árbol,Blanca
96524,Apocynaceae,Cynanchum,Arbusto,Blanca
86292,Cactaceae,Lemaireocereus,Arbusto,Blanca
98258,Apocynaceae,Metastelma,Arbusto,Blanca
103702,Bignoniaceae,Tecoma,Árbol,Amarilla
73969,Boraginaceae,Cryptantha,Árbol,Blanca
111790,Euphorbiaceae,Ditaxis,Árbol,Blanca
121119,Malvaceae,Sphaeralcea,Árbol,Anaranjadas
10474,Orchidaceae,Dichromanthus,Árbol,Amarilla
83705,Cactaceae,Cylindropuntia,Arbusto,Amarilla
118640,Malvaceae,Abutilon,Arbusto,Anaranjadas
113707,Euphorbiaceae,Euphorbia,Árbol,Verde
77945,Resedaceae,Oligomeris,Árbol,Blanca
106020,Lamiaceae,Salvia,Arbusto,Roja
116690,Euphorbiaceae,Pleradenophora,Árbol,Ausente
109469,Euphorbiaceae,Acalypha,Arbusto,Amarillenta
114124,Euphorbiaceae,Euphorbia,Arbusto,Amarilla
4616,Asparagaceae,Yucca,Árbol,Amarillenta
8290,Cyperaceae,Cyperus,Árbol,Amarillenta
136411,Zygophyllaceae,Viscainoa,Arbusto,Blanca
99564,Platanaceae,Platanus,Árbol,Blanca
136981,Polemoniaceae,Loeselia,Arbusto,Blanca
120002,Malvaceae,Hibiscus,Arbusto,Rosa
119712,Malvaceae,Hibiscus,Arbusto,Lila
141106,Moraceae,Ficus,Arbusto,Amarilla
127025,Polygonaceae,Eriogonum,Árbol,Blanca
44636,Apiaceae,Eryngium,Árbol,Blanca
122843,Onagraceae,Oenothera ,Arbusto,Amarilla
88728,Cactaceae,Opuntia,Arbusto,Amarilla
140133,Solanaceae,Solanum,Árbol,Verde
140038,Solanaceae,Solanum,Árbol,Café
102223,Acanthaceae,Justicia,Árbol,Blanca
95760,Apocynaceae,Asclepias,Árbol,Blanca
107802,Orobanchaceae,Castilleja,Árbol,Amarilla
80579,Amaranthaceae,Atriplex,Arbusto,Verde
101185,Acanthaceae,Holographis,Árbol,Blanca
96523,Apocynaceae,Cynanchum,Arbusto,Blanca
107130,Oleaceae,Fraxinus,Árbol,Amarilla
77427,Brassicaceae,Physaria,Árbol,Amarilla
77513,Brassicaceae,Rorippa,Árbol,Amarilla
140487,Solanaceae,Solanum,Árbol,Verde
134464,Anacardiaceae,Rhus,Árbol,Blanca
85545,Cactaceae,Ferocactus,Arbusto,Roja
80549,Amaranthaceae,Atriplex,Arbusto,Verde
130174,Rhamnaceae,Ziziphus,Árbol,Blanca
99512,Oxalidaceae,Oxalis,Arbusto,Amarillenta
138254,Solanaceae,Lycium,Arbusto,Rosa
94268,Sapotaceae,Sideroxylon,Árbol,Lavanda
101187,Acanthaceae,Holographis,Árbol,Blanca
89310,Cactaceae,Opuntia,Arbusto,Amarilla
113896,Euphorbiaceae,Euphorbia,Árbol,Verde
77094,Brassicaceae,Lyrocarpa,Árbol,Roja
82151,Amaranthaceae,Iresine,Árbol,Blanca
103957,Lamiaceae,Clinopodium,Árbol,Violeta
10937,Melanthiaceae,Schoenocaulon,Árbol,Verde
115294,Euphorbiaceae,Euphorbia,Árbol,Blanca
104406,Lamiaceae,Hyptis,Arbusto,Violeta
118547,Malvaceae,Abutilon,Arbusto,Amarilla
122648,Onagraceae,Oenothera ,Arbusto,Amarilla
86792,Cactaceae,Mammillaria,Arbusto,Amarilla
75688,Boraginaceae,Tiquilia,Árbol,Rosa
80043,Amaranthaceae,Atriplex,Arbusto,Blanca
126678,Polygonaceae,Eriogonum,Arbusto,Blanca
94110,Viburnaceae,Viburnum,Árbol,Blanco amarillenta
108923,Scrophulariaceae,Emorya,Arbusto,Lila
128586,Rhamnaceae,Ceanothus,Árbol,Blanca
103218,Acanthaceae,Ruellia,Árbol,Roja
137141,Solanaceae,Capsicum,Árbol,Roja
78034,Achatocarpaceae,Phaulothamnus,Arbusto,Amarilla
109111,Scrophulariaceae,Leucophyllum,Arbusto,Lila
87641,Cactaceae,Myrtillocactus,Árbol,Verde
3484,Asparagaceae,Beschorneria,Árbol,Amarillenta
126007,Polygalaceae,Polygala,Arbusto,Blanca
129083,Rhamnaceae,Colubrina,Árbol,Blanca
129345,Rhamnaceae,Condalia,Árbol,Blanca
113646,Euphorbiaceae,Euphorbia,Árbol,Blanca
130840,Rosaceae,Lindleya,Árbol,Blanca
113088,Euphorbiaceae,Euphorbia,Árbol,Verde
87226,Cactaceae,Mammillaria,Arbusto,Blanca
78621,Aizoaceae,Trianthema,Árbol,Rosa
97125,Apocynaceae,Haplophyton,Arbusto,Blanca
72897,Boraginaceae,Cordia,Árbol,Blanca
86542,Cactaceae,Mammillaria,Arbusto,Amarilla
85573,Cactaceae,Ferocactus,Arbusto,Amarilla
96301,Apocynaceae,Asclepias,Arbusto,Blanca
104492,Lamiaceae,Hyptis,Arbusto,Violeta
140268,Solanaceae,Solanum,Árbol,Verde
138454,Solanaceae,Lycium,Arbusto,Rosa
100798,Acanthaceae,Dyschoriste,Árbol,Morada
114062,Euphorbiaceae,Euphorbia,Árbol,Blanca
4480,Asparagaceae,Yucca,Árbol,Amarillenta
133084,Anacardiaceae,Amphipterygium,Árbol,Blanca
78297,Aizoaceae,Sesuvium,Árbol,Rosa
125131,Plantaginaceae,Plantago,Arbusto,Blanca
85962,Cactaceae,Ferocactus,Arbusto,Blanca
127767,Polygonaceae,Sidotheca,Arbusto,Blanca
107882,Orobanchaceae,Castilleja,Árbol,Amarilla
94978,Apocynaceae,Asclepias,Árbol,Blanca
74422,Boraginaceae,Heliotropium,Árbol,Blanca
118470,Malvaceae,Abutilon,Arbusto,Anaranjadas
104041,Lamiaceae,Hedeoma,Árbol,Violeta
6948,Commelinaceae,Gibasoides,Árbol,Lila
7918,Cyperaceae,Cyperus,Árbol,Amarillenta
138964,Solanaceae,Nicotiana,Árbol,Rosa
7222,Commelinaceae,Tradescantia,Árbol,Rosa
73956,Boraginaceae,Cryptantha,Árbol,Blanca
139925,Solanaceae,Solanum,Árbol,Rosa
125571,Polygalaceae,Polygala,Arbusto,Blanca
9809,Dioscoreaceae,Dioscorea,Árbol,Amarillenta
127413,Polygonaceae,Eriogonum,Árbol,Blanca
82617,Amaranthaceae,Tidestromia,Árbol,Blanca
86971,Cactaceae,Mammillaria,Arbusto,Magenta
9824,Smilacaceae,Smilax,Árbol,Blanca
119990,Malvaceae,Hibiscus,Arbusto,Roja
137058,Polemoniaceae,Phlox,Arbusto,Blanca
79671,Amaranthaceae,Atriplex,Arbusto,Blanca
1582,Asparagaceae,Agave,Árbol,Amarillenta
104598,Lamiaceae,Marrubium,Árbol,Blanca
3663,Asparagaceae,Dasylirion,Árbol,Blanco amarillenta
124322,Plantaginaceae,Maurandya,Árbol,Azul
134094,Anacardiaceae,Rhus,Arbusto,Blanca
94006,Sarcobataceae,Sarcobatus,Arbusto,Lavanda
8112,Cyperaceae,Cyperus,Árbol,Amarillenta
97317,Apocynaceae,Mandevilla,Arbusto,Blanca
122920,Onagraceae,Oenothera ,Arbusto,Amarilla
102792,Acanthaceae,Ruellia,Árbol,Blanca
75133,Boraginaceae,Lithospermum,Árbol,Amarilla
4807,Asparagaceae,Yucca,Árbol,Amarillenta
79136,Amaranthaceae,Amaranthus,Árbol,Verde
128521,Rhamnaceae,Adolphia,Arbusto,Blanca
127529,Polygonaceae,Harfordia,Árbol,Blanca
128646,Rhamnaceae,Ceanothus,Arbusto,Blanca
103108,Acanthaceae,Ruellia,Árbol,Blanca
5650,Bromeliaceae,Tillandsia,Árbol,Amarilla
124606,Plantaginaceae,Penstemon,Arbusto,Azul-purpúrea
94240,Sapotaceae,Sideroxylon,Árbol,Lavanda
93758,Portulacaceae,Phemeranthus,Arbusto,Blanca
76375,Brassicaceae,Caulanthus,Árbol,Blanca
121284,Malvaceae,Sphaeralcea,Árbol,Anaranjadas
104170,Lamiaceae,Hyptis,Arbusto,Violeta
104780,Lamiaceae,Salvia,Arbusto,Azul
77940,Resedaceae,Oligomeris,Árbol,Blanca
121074,Malvaceae,Sphaeralcea,Árbol,Anaranjadas
73080,Boraginaceae,Cordia,Arbusto,Blanca
109007,Scrophulariaceae,Leucophyllum,Arbusto,Lila
141505,Tamaricaceae,Tamarix,Árbol,Verdosa
85413,Cactaceae,Escobaria,Arbusto,Magenta
91165,Cactaceae,Pilosocereus,Árbol,Rosa
111201,Euphorbiaceae,Croton,Arbusto,Blanca
6241,Commelinaceae,Callisia,Árbol,Rosa
95071,Apocynaceae,Asclepias,Árbol,Blanca
97205,Apocynaceae,Mandevilla,Árbol,Blanca
133064,Anacardiaceae,Actinocheita,Árbol,Blanco amarillenta
106522,Lamiaceae,Scutellaria,Arbusto,Azul
90703,Cactaceae,Opuntia,Arbusto,Anaranjadas
82517,Amaranthaceae,Iresine,Arbusto,Blanca
136680,Polemoniaceae,Gilia,Arbusto,Azul
120823,Malvaceae,Sida,Árbol,Amarilla
118881,Malvaceae,Anoda,Árbol,Blanca
103481,Acanthaceae,Tetramerium,Árbol,Blanca
113291,Euphorbiaceae,Euphorbia,Árbol,Verde
2587,Asparagaceae,Agave,Árbol,Amarillenta
127098,Polygonaceae,Eriogonum,Árbol,Blanca
118552,Malvaceae,Abutilon,Arbusto,Amarilla
7169,Commelinaceae,Tradescantia,Árbol,Rosa
133460,Anacardiaceae,Pachycormus,Árbol,Blanca
94153,Sapotaceae,Sideroxylon,Árbol,Lavanda
2391,Asparagaceae,Agave,Árbol,Amarillenta
44905,Apiaceae,Sanicula,Árbol,Amarilla
94216,Sapotaceae,Sideroxylon,Árbol,Lavanda
11399,Zosteraceae,Phyllospadix,Árbol,Blanca
107018,Oleaceae,Forestiera,Árbol,Amarilla
3608,Asparagaceae,Dasylirion,Árbol,Blanco amarillenta
96768,Apocynaceae,Funastrum,Arbusto,Blanca
86561,Cactaceae,Mammillaria,Arbusto,Roja
140813,Solanaceae,Solanum,Arbusto,Verdosa
108517,Orobanchaceae,Seymeria,Árbol,Amarilla
122925,Onagraceae,Oenothera ,Arbusto,Amarilla
134303,Anacardiaceae,Rhus,Arbusto,Blanca
103883,Lamiaceae,Callicarpa,Arbusto,Blanca
87268,Cactaceae,Mammillaria,Arbusto,Blanca
132511,Rubiaceae,Nernstia,Árbol,Blanca
126817,Polygonaceae,Eriogonum,Árbol,Blanca
94227,Sapotaceae,Sideroxylon,Árbol,Lavanda
96195,Apocynaceae,Asclepias,Arbusto,Blanca
108277,Orobanchaceae,Cordylanthus,Arbusto,Amarilla
134461,Anacardiaceae,Rhus,Árbol,Blanca
6514,Commelinaceae,Commelina,Árbol,Azul
123871,Plantaginaceae,Bacopa,Árbol,Azul
130780,Rosaceae,Holodiscus,Árbol,Blanca
3238,Asparagaceae,Agave,Árbol,Amarillenta
99301,Apocynaceae,Vallesia,Árbol,Blanca
111310,Euphorbiaceae,Croton,Arbusto,Blanca
76026,Boraginaceae,Tiquilia,Árbol,Rosa
89828,Cactaceae,Opuntia,Arbusto,Amarilla
75049,Boraginaceae,Heliotropium,Árbol,Blanca
130759,Rosaceae,Heteromeles,Árbol,Blanca
1995,Asparagaceae,Agave,Árbol,Amarillenta
128425,Ranunculaceae,Thalictrum,Árbol,Blanca
110908,Euphorbiaceae,Croton,Arbusto,Blanca
77172,Brassicaceae,Nerisyrenia,Árbol,Blanca
7835,Cyperaceae,Cyperus,Árbol,Amarillenta
127156,Polygonaceae,Eriogonum,Árbol,Blanca
139056,Solanaceae,Nicotiana,Árbol,Rosa
99999,Acanthaceae,Carlowrightia,Arbusto,Blanca
130030,Rhamnaceae,Rhamnus,Arbusto,Blanca
98250,Apocynaceae,Metastelma,Arbusto,Blanca
77936,Resedaceae,Oligomeris,Árbol,Blanca
111056,Euphorbiaceae,Croton,Árbol,Blanca
99739,Acanthaceae,Anisacanthus,Árbol,Blanca
116851,Euphorbiaceae,Stillingia,Árbol,Ausente
100741,Acanthaceae,Dyschoriste,Arbusto,Blanca
140917,Solanaceae,Solanum,Arbusto,Verdosa
74330,Boraginaceae,Heliotropium,Árbol,Blanca
83366,Cactaceae,Coryphantha,Arbusto,Rosa
72795,Boraginaceae,Bourreria,Arbusto,Blanca
134995,Anacardiaceae,Toxicodendron,Arbusto,Blanca
81757,Amaranthaceae,Gomphrena,Árbol,Blanca
137347,Solanaceae,Chamaesaracha,Árbol,Roja
103311,Acanthaceae,Stenandrium,Árbol,Morada
74867,Boraginaceae,Heliotropium,Árbol,Blanca
90115,Cactaceae,Opuntia,Arbusto,Amarilla
110448,Euphorbiaceae,Croton,Arbusto,Blanca
115607,Euphorbiaceae,Euphorbia,Árbol,Blanca
125277,Plantaginaceae,Stemodia,Árbol,Blanca
6477,Commelinaceae,Commelina,Árbol,Azul
91466,Cactaceae,Stenocereus,Arbusto,Blanca
91244,Cactaceae,Pseudomitrocereus,Arbusto,Blanca
44425,Apiaceae,Bowlesia,Árbol,Morada
44536,Apiaceae,Daucus,Árbol,Blanca
122305,Onagraceae,Ludwigia,Arbusto,Amarilla
98303,Apocynaceae,Metastelma,Arbusto,Blanca
